Genome ID,GenBank Accession,Species,Subtype,Genome Status,Strain/Isolate,Collection Date,Isolation Country,Used in analysis?
11060.9228,EU482671,Dengue virus,2,Complete,DENV-2/VN/BID-V734/2006,2006,Viet Nam,Yes
11060.9229,EU482668,Dengue virus,2,Complete,DENV-2/VN/BID-V731/2006,2006,Viet Nam,Yes
11060.9231,EU482667,Dengue virus,2,Complete,DENV-2/VN/BID-V730/2006,2006,Viet Nam,Yes
11060.9232,EU482663,Dengue virus,2,Complete,DENV-2/VN/BID-V726/2006,2006,Viet Nam,Yes
11060.9233,EU482659,Dengue virus,2,Complete,DENV-2/VN/BID-V722/2006,2006,Viet Nam,Yes
11060.9236,EU482655,Dengue virus,2,Complete,DENV-2/VN/BID-V718/2006,2006,Viet Nam,Yes
11060.9239,EU482654,Dengue virus,2,Complete,DENV-2/VN/BID-V717/2006,2006,Viet Nam,Yes
11060.9241,EU482653,Dengue virus,2,Complete,DENV-2/VN/BID-V716/2006,2006,Viet Nam,Yes
11060.9243,EU482651,Dengue virus,2,Complete,DENV-2/VN/BID-V714/2006,2006,Viet Nam,Yes
11060.9245,EU482649,Dengue virus,2,Complete,DENV-2/VN/BID-V712/2006,2006,Viet Nam,Yes
11060.9248,EU482648,Dengue virus,2,Complete,DENV-2/VN/BID-V711/2006,2006,Viet Nam,Yes
11060.9250,EU482646,Dengue virus,2,Complete,DENV-2/VN/BID-V709/2006,2006,Viet Nam,Yes
11060.9252,EU482644,Dengue virus,2,Complete,DENV-2/VN/BID-V707/2006,2006,Viet Nam,Yes
11060.9253,EU482642,Dengue virus,2,Complete,DENV-2/VN/BID-V705/2006,2006,Viet Nam,Yes
11060.9256,EU482637,Dengue virus,2,Complete,DENV-2/NI/BID-V658/2005,2005,Nicaragua,Yes
11060.9259,EU482635,Dengue virus,2,Complete,DENV-2/NI/BID-V640/2005,2005,Nicaragua,Yes
11060.9260,EU482634,Dengue virus,2,Complete,DENV-2/NI/BID-V633/2006,2006,Nicaragua,Yes
11060.9261,EU482629,Dengue virus,2,Complete,DENV-2/NI/BID-V1297/2007,2007,Nicaragua,Yes
11060.9264,EU482628,Dengue virus,2,Complete,DENV-2/NI/BID-V1236/2007,2007,Nicaragua,Yes
11060.9267,EU482624,Dengue virus,2,Complete,DENV-2/NI/BID-V1229/2007,2007,Nicaragua,Yes
11060.9268,EU482622,Dengue virus,2,Complete,DENV-2/NI/BID-V1198/2007,2007,Nicaragua,Yes
11060.9269,EU482621,Dengue virus,2,Complete,DENV-2/NI/BID-V1191/2007,2007,Nicaragua,Yes
11060.9276,EU482607,Dengue virus,2,Complete,DENV-2/VE/BID-V1107/2007,2007,Venezuela,Yes
11060.9279,EU482606,Dengue virus,2,Complete,DENV-2/VE/BID-V1105/2007,2007,Venezuela,Yes
11060.9280,EU482605,Dengue virus,2,Complete,DENV-2/VE/BID-V1104/2007,2007,Venezuela,Yes
11060.9282,EU482604,Dengue virus,2,Complete,DENV-2/VE/BID-V1095/2007,2007,Venezuela,Yes
11060.9283,EU482603,Dengue virus,2,Complete,DENV-2/NI/BID-V615/2007,2007,Nicaragua,Yes
11060.9284,EU482601,Dengue virus,2,Complete,DENV-2/NI/BID-V663/2007,2007,Nicaragua,Yes
11060.9285,EU482594,Dengue virus,2,Complete,DENV-2/US/BID-V855/1992,1992,USA,Yes
11060.9286,EU482587,Dengue virus,2,Complete,DENV-2/US/BID-V1188/1990,1990,USA,Yes
11060.9287,EU482585,Dengue virus,2,Complete,DENV-2/US/BID-V1182/1989,1989,USA,Yes
11060.9288,EU482583,Dengue virus,2,Complete,DENV-2/US/BID-V1180/1989,1989,USA,Yes
11060.9289,EU482577,Dengue virus,2,Complete,DENV-2/US/BID-V1174/1987,1987,USA,Yes
11060.9290,EU482569,Dengue virus,2,Complete,DENV-2/US/BID-V1165/1987,1987,USA,Yes
11060.9291,EU482557,Dengue virus,2,Complete,DENV-2/US/BID-V1048/1999,1999,USA,Yes
11060.9292,EU482550,Dengue virus,2,Complete,DENV-2/US/BID-V1038/1998,1998,USA,Yes
11060.9293,EU482549,Dengue virus,2,Complete,DENV-2/US/BID-V1036/2006,2006,USA,Yes
11060.9294,EU482541,Dengue virus,2,Complete,DENV-2/VN/BID-V997/2006,2006,Viet Nam,Yes
11060.9301,EU482475,Dengue virus,2,Complete,DENV-2/VN/BID-V930/2007,2007,Viet Nam,Yes
11060.9302,EU482473,Dengue virus,2,Complete,DENV-2/VN/BID-V928/2006,2006,Viet Nam,Yes
11060.9303,EU482471,Dengue virus,2,Complete,DENV-2/VN/BID-V926/2006,2006,Viet Nam,Yes
11060.9307,EU482470,Dengue virus,2,Complete,DENV-2/VN/BID-V925/2006,2006,Viet Nam,Yes
11060.9308,EU482465,Dengue virus,2,Complete,DENV-2/VN/BID-V919/2006,2006,Viet Nam,Yes
11060.9309,EU482450,Dengue virus,2,Complete,DENV-2/VN/BID-V1005/2006,2006,Viet Nam,Yes
11060.9310,EU482446,Dengue virus,2,Complete,DENV-2/VN/BID-V1001/2006,2006,Viet Nam,Yes
11060.9314,MW512498,Dengue virus,2,Complete,SG(EHI)D2/3725Y19,2019,Singapore,Yes
11060.9315,MW512497,Dengue virus,2,Complete,SG(EHI)D2/7344Y19,2019,Singapore,Yes
11060.9316,MW512496,Dengue virus,2,Complete,SG(EHI)D2/4238Y19,2019,Singapore,Yes
11060.9318,MW512494,Dengue virus,2,Complete,SG(EHI)D2/7537Y19,2019,Singapore,Yes
11060.9319,MW512493,Dengue virus,2,Complete,SG(EHI)D2/1897Y19,2019,Singapore,Yes
11060.9320,MW512492,Dengue virus,2,Complete,SG(EHI)D2/2038Y19,2019,Singapore,Yes
11060.9321,MW512491,Dengue virus,2,Complete,SG(EHI)D2/4143Y19,2019,Singapore,Yes
11060.9322,MW512490,Dengue virus,2,Complete,SG(EHI)D2/6437Y19,2019,Singapore,Yes
11060.9323,MW512489,Dengue virus,2,Complete,SG(EHI)D2/33136Y18,2018,Singapore,Yes
11060.9324,MW512488,Dengue virus,2,Complete,SG(EHI)D2/50047Y18,2018,Singapore,Yes
11060.9325,MW512487,Dengue virus,2,Complete,SG(EHI)D2/52478Y18,2018,Singapore,Yes
11060.9326,MW512486,Dengue virus,2,Complete,SG(EHI)D2/44357Y18,2018,Singapore,Yes
11060.9327,MW512485,Dengue virus,2,Complete,SG(EHI)D2/42870Y18,2018,Singapore,Yes
11060.9329,MW512483,Dengue virus,2,Complete,SG(EHI)D2/35295Y18,2018,Singapore,Yes
11060.9330,MW512482,Dengue virus,2,Complete,SG(EHI)D2/23307Y18,2018,Singapore,Yes
11060.9331,MW512481,Dengue virus,2,Complete,SG(EHI)D2/51293Y18,2018,Singapore,Yes
11060.9332,MW512480,Dengue virus,2,Complete,SG(EHI)D2/27574Y18,2018,Singapore,Yes
11060.9333,MW512479,Dengue virus,2,Complete,SG(EHI)D2/30533Y18,2018,Singapore,Yes
11060.9335,MW512477,Dengue virus,2,Complete,SG(EHI)D2/23127Y17,2017,Singapore,Yes
11060.9336,MW512476,Dengue virus,2,Complete,SG(EHI)D2/26393Y17,2017,Singapore,Yes
11060.9337,MW512475,Dengue virus,2,Complete,SG(EHI)D2/34054Y17,2017,Singapore,Yes
11060.9338,MW512474,Dengue virus,2,Complete,SG(EHI)D2/6407Y17,2017,Singapore,Yes
11060.9339,MW512473,Dengue virus,2,Complete,SG(EHI)D2/28876Y17,2017,Singapore,Yes
11060.9340,MW512472,Dengue virus,2,Complete,SG(EHI)D2/32479Y17,2017,Singapore,Yes
11060.9341,MW512471,Dengue virus,2,Complete,SG(EHI)D2/19665Y17,2017,Singapore,Yes
11060.9342,MW512470,Dengue virus,2,Complete,SG(EHI)D2/38114Y17,2017,Singapore,Yes
11060.9343,MW512469,Dengue virus,2,Complete,SG(EHI)D2/44766Y17,2017,Singapore,Yes
11060.9344,MW512468,Dengue virus,2,Complete,SG(EHI)D2/36248Y17,2017,Singapore,Yes
11060.9345,MW512467,Dengue virus,2,Complete,SG(EHI)D2/34992Y16,2016,Singapore,Yes
11060.9347,MW512465,Dengue virus,2,Complete,SG(EHI)D2/26254Y16,2016,Singapore,Yes
11060.9348,MW512464,Dengue virus,2,Complete,SG(EHI)D2/43733Y16,2016,Singapore,Yes
11060.9350,MW512462,Dengue virus,2,Complete,SG(EHI)D2/2204Y16,2016,Singapore,Yes
11060.9351,MW512461,Dengue virus,2,Complete,SG(EHI)D2/35114Y16,2016,Singapore,Yes
11060.9352,MW512460,Dengue virus,2,Complete,SG(EHI)D2/43649Y16,2016,Singapore,Yes
11060.9354,MW512458,Dengue virus,2,Complete,SG(EHI)D2/9637Y16,2016,Singapore,Yes
11060.9355,MW512457,Dengue virus,2,Complete,SG(EHI)D2/15033Y16,2016,Singapore,Yes
11060.9356,MW512456,Dengue virus,2,Complete,SG(EHI)D2/4869Y16,2016,Singapore,Yes
11060.9358,MW512454,Dengue virus,2,Complete,SG(EHI)D2/33808Y16,2016,Singapore,Yes
11060.9361,MW512451,Dengue virus,2,Complete,SG(EHI)D2/42883Y16,2016,Singapore,Yes
11060.9362,MW512450,Dengue virus,2,Complete,SG(EHI)D2/29864Y16,2016,Singapore,Yes
11060.9363,MW512449,Dengue virus,2,Complete,SG(EHI)D2/45975Y16,2016,Singapore,Yes
11060.9364,MW512448,Dengue virus,2,Complete,SG(EHI)D2/6406Y15,2015,Singapore,Yes
11060.9365,MW512447,Dengue virus,2,Complete,SG(EHI)D2/25169Y15,2015,Singapore,Yes
11060.9366,MW512446,Dengue virus,2,Complete,SG(EHI)D2/46338Y15,2015,Singapore,Yes
11060.9367,MW512445,Dengue virus,2,Complete,SG(EHI)D2/52797Y15,2015,Singapore,Yes
11060.9368,MW512444,Dengue virus,2,Complete,SG(EHI)D2/52507Y15,2015,Singapore,Yes
11060.9369,MW512443,Dengue virus,2,Complete,SG(EHI)D2/38380Y15,2015,Singapore,Yes
11060.9371,MW512441,Dengue virus,2,Complete,SG(EHI)D2/47064Y15,2015,Singapore,Yes
11060.9372,MW512440,Dengue virus,2,Complete,SG(EHI)D2/42530Y15,2015,Singapore,Yes
11060.9373,MW512439,Dengue virus,2,Complete,SG(EHI)D2/52595Y15,2015,Singapore,Yes
11060.9374,MW512438,Dengue virus,2,Complete,SG(EHI)D2/9849Y15,2015,Singapore,Yes
11060.9375,MW512437,Dengue virus,2,Complete,SG(EHI)D2/1488Y15,2015,Singapore,Yes
11060.9376,MW512435,Dengue virus,2,Complete,SG(EHI)D2/23941Y15,2015,Singapore,Yes
11060.9377,MW512436,Dengue virus,2,Complete,SG(EHI)D2/6218Y15,2015,Singapore,Yes
11060.9378,MW512434,Dengue virus,2,Complete,SG(EHI)D2/47803Y14,2014,Singapore,Yes
11060.9379,MW512433,Dengue virus,2,Complete,SG(EHI)D2/5916Y14,2014,Singapore,Yes
11060.9380,MW512432,Dengue virus,2,Complete,SG(EHI)D2/31789Y14,2014,Singapore,Yes
11060.9381,MW512431,Dengue virus,2,Complete,SG(EHI)D2/49248Y14,2014,Singapore,Yes
11060.9382,MW512430,Dengue virus,2,Complete,SG(EHI)D2/16081Y14,2014,Singapore,Yes
11060.9383,MW512429,Dengue virus,2,Complete,SG(EHI)D2/2803Y14,2014,Singapore,Yes
11060.9384,MW512427,Dengue virus,2,Complete,SG(EHI)D2/1954Y14,2014,Singapore,Yes
11060.9385,MW512428,Dengue virus,2,Complete,SG(EHI)D2/2190Y14,2014,Singapore,Yes
11060.9386,MW512426,Dengue virus,2,Complete,SG(EHI)D2/44236Y14,2014,Singapore,Yes
11060.9387,MW512425,Dengue virus,2,Complete,SG(EHI)D2/23779Y14,2014,Singapore,Yes
11060.9389,MW512423,Dengue virus,2,Complete,SG(EHI)D2/26722Y14,2014,Singapore,Yes
11060.9390,MW512422,Dengue virus,2,Complete,SG(EHI)D2/19386Y14,2014,Singapore,Yes
11060.9391,MW512421,Dengue virus,2,Complete,SG(EHI)D2/38972Y14,2014,Singapore,Yes
11060.9392,MW512420,Dengue virus,2,Complete,SG(EHI)D2/39061Y14,2014,Singapore,Yes
11060.9394,MW512418,Dengue virus,2,Complete,SG(EHI)D2/47001Y14,2014,Singapore,Yes
11060.9395,MW512417,Dengue virus,2,Complete,SG(EHI)D2/47312Y14,2014,Singapore,Yes
11060.9397,MW512415,Dengue virus,2,Complete,SG(EHI)D2/3278Y14,2014,Singapore,Yes
11060.9398,MW512413,Dengue virus,2,Complete,SG(EHI)D2/33428Y14,2014,Singapore,Yes
11060.9399,MW512414,Dengue virus,2,Complete,SG(EHI)D2/47654Y14,2014,Singapore,Yes
11060.9400,MW512412,Dengue virus,2,Complete,SG(EHI)D2/17554Y14,2014,Singapore,Yes
11060.9401,MW512411,Dengue virus,2,Complete,SG(EHI)D2/38070Y14,2014,Singapore,Yes
11060.9402,MW512410,Dengue virus,2,Complete,SG(EHI)D2/53583Y14,2014,Singapore,Yes
11060.9403,MW512409,Dengue virus,2,Complete,SG(EHI)D2/19483Y13,2013,Singapore,Yes
11060.9404,MW512408,Dengue virus,2,Complete,SG(EHI)D2/19439Y13,2013,Singapore,Yes
11060.9405,MW512407,Dengue virus,2,Complete,SG(EHI)D2/27898Y13,2013,Singapore,Yes
11060.9406,MW512406,Dengue virus,2,Complete,SG(EHI)D2/19089Y13,2013,Singapore,Yes
11060.9407,MW512405,Dengue virus,2,Complete,SG(EHI)D2/6547Y13,2013,Singapore,Yes
11060.9408,MW512404,Dengue virus,2,Complete,SG(EHI)D2/19091Y13,2013,Singapore,Yes
11060.9409,MW512403,Dengue virus,2,Complete,SG(EHI)D2/15356Y13,2013,Singapore,Yes
11060.9410,MW512402,Dengue virus,2,Complete,SG(EHI)D2/17540Y13,2013,Singapore,Yes
11060.9411,MW512401,Dengue virus,2,Complete,SG(EHI)D2/44173Y13,2013,Singapore,Yes
11060.9412,MW512400,Dengue virus,2,Complete,SG(EHI)D2/34994Y13,2013,Singapore,Yes
11060.9413,MW512399,Dengue virus,2,Complete,SG(EHI)D2/42954Y13,2013,Singapore,Yes
11060.9414,MW512398,Dengue virus,2,Complete,SG(EHI)D2/25506Y13,2013,Singapore,Yes
11060.9416,MW512396,Dengue virus,2,Complete,SG(EHI)D2/27383Y13,2013,Singapore,Yes
11060.9417,MW512395,Dengue virus,2,Complete,SG(EHI)D2/49117Y13,2013,Singapore,Yes
11060.9418,MW512394,Dengue virus,2,Complete,SG(EHI)D2/49710Y13,2013,Singapore,Yes
11060.9419,MW512393,Dengue virus,2,Complete,SG(EHI)D2/36915Y13,2013,Singapore,Yes
11060.9420,MW512392,Dengue virus,2,Complete,SG(EHI)D2/26676Y13,2013,Singapore,Yes
11060.9421,MW512391,Dengue virus,2,Complete,SG(EHI)D2/31771Y13,2013,Singapore,Yes
11060.9422,MW512390,Dengue virus,2,Complete,SG(EHI)D2/52338Y13,2013,Singapore,Yes
11060.9424,MW512389,Dengue virus,2,Complete,SG(EHI)D2/18944Y13,2013,Singapore,Yes
11060.9428,MW512388,Dengue virus,2,Complete,SG(EHI)D2/50583Y13,2013,Singapore,Yes
11060.9431,MW512386,Dengue virus,2,Complete,SG(EHI)D2/27869Y13,2013,Singapore,Yes
11060.9432,MW512385,Dengue virus,2,Complete,SG(EHI)D2/17716Y13,2013,Singapore,Yes
11060.9433,MW512384,Dengue virus,2,Complete,SG(EHI)D2/18169Y13,2013,Singapore,Yes
11060.9434,MW512383,Dengue virus,2,Complete,SG(EHI)D2/1389Y13,2013,Singapore,Yes
11060.9435,MW512382,Dengue virus,2,Complete,SG(EHI)D2/12271Y13,2013,Singapore,Yes
11060.9436,MW512381,Dengue virus,2,Complete,SG(EHI)D2/26494Y13,2013,Singapore,Yes
11060.9437,MW512380,Dengue virus,2,Complete,SG(EHI)D2/25959Y12,2012,Singapore,Yes
11060.9438,MW512379,Dengue virus,2,Complete,SG(EHI)D2/28358Y12,2012,Singapore,Yes
11060.9439,MW512378,Dengue virus,2,Complete,SG(EHI)D2/20129Y12,2012,Singapore,Yes
11060.9440,MW512377,Dengue virus,2,Complete,SG(EHI)D2/25698Y12,2012,Singapore,Yes
11060.9441,MW512376,Dengue virus,2,Complete,SG(EHI)D2/28912Y12,2012,Singapore,Yes
11060.9442,MW512375,Dengue virus,2,Complete,SG(EHI)D2/38228Y12,2012,Singapore,Yes
11060.9443,MW512374,Dengue virus,2,Complete,SG(EHI)D2/24747Y12,2012,Singapore,Yes
11060.9444,MW512373,Dengue virus,2,Complete,SG(EHI)D2/15086Y12,2012,Singapore,Yes
11060.9445,MW512371,Dengue virus,2,Complete,SG(EHI)D2/33647Y12,2012,Singapore,Yes
11060.9446,MW512372,Dengue virus,2,Complete,SG(EHI)D2/37051Y12,2012,Singapore,Yes
11060.9447,MW512370,Dengue virus,2,Complete,SG(EHI)D2/52209Y12,2012,Singapore,Yes
11060.9448,MW512369,Dengue virus,2,Complete,SG(EHI)D2/14864Y11,2011,Singapore,Yes
11060.9449,MW512368,Dengue virus,2,Complete,SG(EHI)D2/23221Y11,2011,Singapore,Yes
11060.9450,MW512367,Dengue virus,2,Complete,SG(EHI)D2/18574Y11,2011,Singapore,Yes
11060.9451,MW512366,Dengue virus,2,Complete,SG(EHI)D2/24200Y11,2011,Singapore,Yes
11060.9452,MW512365,Dengue virus,2,Complete,SG(EHI)D2/33455Y11,2011,Singapore,Yes
11060.9453,MW512364,Dengue virus,2,Complete,SG(EHI)D2/27914Y11,2011,Singapore,Yes
11060.9454,MW512363,Dengue virus,2,Complete,SG(EHI)D2/93047Y11,2011,Singapore,Yes
11060.9455,MW512362,Dengue virus,2,Complete,SG(EHI)D2/14865Y11,2011,Singapore,Yes
11060.9456,MW512361,Dengue virus,2,Complete,SG(EHI)D2/EHI06169SEP10Y10,2010,Singapore,Yes
11060.9457,MW512360,Dengue virus,2,Complete,SG(EHI)D2/EHI71407SEP10Y10,2010,Singapore,Yes
11060.9458,MW512359,Dengue virus,2,Complete,SG(EHI)D2/EHI40160OCT10Y10,2010,Singapore,Yes
11060.9459,MW512358,Dengue virus,2,Complete,SG(EHI)D2/EHI68414JAN10Y10,2010,Singapore,Yes
11060.9460,MW512357,Dengue virus,2,Complete,SG(EHI)D2/EHI60215SEP10Y10,2010,Singapore,Yes
11060.9461,MW512356,Dengue virus,2,Complete,SG(EHI)D2/EHI514Y09,2009,Singapore,Yes
11060.9462,MW512355,Dengue virus,2,Complete,SG(EHI)D2/EHI424Y09,2009,Singapore,Yes
11060.9463,MW512354,Dengue virus,2,Complete,SG(EHI)D2/EHI174Y09,2009,Singapore,Yes
11060.9464,MW512353,Dengue virus,2,Complete,SG(EHI)D2/EHI0834Y08,2008,Singapore,Yes
11060.9465,MW512352,Dengue virus,2,Complete,SG(EHI)D2/EHI0723Y08,2008,Singapore,Yes
11060.9466,MW512351,Dengue virus,2,Complete,SG(EHI)D2/EHI1110Y08,2008,Singapore,Yes
11060.9467,MW512350,Dengue virus,2,Complete,SG(EHI)D2/EHI0042Y08,2008,Singapore,Yes
11060.9468,MW512349,Dengue virus,2,Complete,SG(EHI)D2/EHI1304Y07,2007,Singapore,Yes
11060.9469,MW512348,Dengue virus,2,Complete,SG(EHI)D2/EHI0293Y07,2007,Singapore,Yes
11060.9470,MW512347,Dengue virus,2,Complete,SG(EHI)D2/EHI0035Y07,2007,Singapore,Yes
11060.9471,MW512346,Dengue virus,2,Complete,SG(EHI)D2/EHI1446Y07,2007,Singapore,Yes
11060.9472,MW512345,Dengue virus,2,Complete,SG(EHI)D2/EHI0725Y07,2007,Singapore,Yes
11060.9473,MW512344,Dengue virus,2,Complete,SG(EHI)D2/EHI0674Y07,2007,Singapore,Yes
11060.9474,MW512343,Dengue virus,2,Complete,SG(EHI)D2/EHI0026Y07,2007,Singapore,Yes
11060.9475,MW512342,Dengue virus,2,Complete,SG(EHI)D2/EHI0756Y07,2007,Singapore,Yes
11060.9476,MW512341,Dengue virus,2,Complete,SG(EHI)D2/DS3189Y04,2004,Singapore,Yes
11060.961,FJ873808,Dengue virus,2,Complete,-,2000,Nicaragua,Yes
11060.962,FJ873811,Dengue virus,2,Complete,-,2006,Viet Nam,Yes
11060.963,FJ882593,Dengue virus,2,Complete,-,2007,Nicaragua,Yes
11060.964,FJ882594,Dengue virus,2,Complete,-,2007,Nicaragua,Yes
11060.965,FJ882602,Dengue virus,2,Complete,-,1996,Sri Lanka,Yes
11060.969,FJ898432,Dengue virus,2,Complete,-,2007,Nicaragua,Yes
11060.970,FJ898434,Dengue virus,2,Complete,-,2007,Nicaragua,Yes
11060.971,FJ898435,Dengue virus,2,Complete,-,2005,Nicaragua,Yes
11060.972,FJ898436,Dengue virus,2,Complete,-,2004,Nicaragua,Yes
11060.973,FJ898438,Dengue virus,2,Complete,-,2002,Mexico,Yes
11060.9739,MN982899,Dengue virus,2,Complete,Rock 2019,2019-05,Australia,Yes
11060.974,FJ898439,Dengue virus,2,Complete,-,2008,Mexico,Yes
11060.975,FJ898449,Dengue virus,2,Complete,-,1984,Honduras,Yes
11060.976,FJ898450,Dengue virus,2,Complete,-,1990,Virgin Islands,Yes
11060.977,FJ898451,Dengue virus,2,Complete,-,2003,Dominican Republic,Yes
11060.978,FJ898452,Dengue virus,2,Complete,-,2003,Thailand,Yes
11060.979,FJ898453,Dengue virus,2,Complete,-,2005,Virgin Islands,Yes
11060.980,FJ898454,Dengue virus,2,Complete,-,2006,India,Yes
11060.9808,MZ008467,Dengue virus,2,Complete,D2/NI/5592_11A1/2015,2015,Nicaragua,Yes
11060.981,FJ898460,Dengue virus,2,Complete,-,2001,Saint Kitts and Nevis,Yes
11060.982,FJ898461,Dengue virus,2,Complete,-,2002,Belize,Yes
11060.9822,MZ008463,Dengue virus,2,Complete,D2/NI/1670_1E/2013,2013,Nicaragua,Yes
11060.983,FJ898465,Dengue virus,2,Complete,-,1998,Venezuela,Yes
11060.984,FJ898466,Dengue virus,2,Complete,-,2000,Venezuela,Yes
11060.9847,MW945435,Dengue virus,2,Complete,DENV2/VIETNAM/2006/32-135,2006,Viet Nam,Yes
11060.985,FJ898467,Dengue virus,2,Complete,-,2005,Venezuela,Yes
11060.9853,MW945434,Dengue virus,2,Complete,DENV2/VIETNAM/2003/AC21,2003,Viet Nam,No
11060.986,FJ898477,Dengue virus,2,Complete,-,2000,Nicaragua,Yes
11060.987,FJ898478,Dengue virus,2,Complete,-,2000,Nicaragua,Yes
11060.988,FJ898479,Dengue virus,2,Complete,-,2007,Nicaragua,Yes
11060.989,FJ906956,Dengue virus,2,Complete,-,2005,Nicaragua,Yes
11060.990,FJ906957,Dengue virus,2,Complete,-,1996,Thailand,Yes
11060.991,FJ906958,Dengue virus,2,Complete,-,1996,Thailand,Yes
11060.992,FJ906959,Dengue virus,2,Complete,-,2008,Papua New Guinea,Yes
11060.993,FJ906960,Dengue virus,2,Complete,-,2007,Nicaragua,Yes
11060.994,FJ906961,Dengue virus,2,Complete,-,2005,Nicaragua,Yes
11060.995,FJ906962,Dengue virus,2,Complete,-,2005,Nicaragua,Yes
11069.1262,MG721059,Dengue virus,3,Complete,R1_J18,2016,India,Yes
11069.1264,MG721061,Dengue virus,3,Complete,R1_J51,2016,India,Yes
11069.1269,MG721064,Dengue virus,3,Complete,R1_J29,2016,India,Yes
11069.127,KU050695,Dengue virus,3,Complete,H87,1956,Philippines,No
11069.135,KC762681,Dengue virus,3,Complete,-,2007-06-22,Indonesia,Yes
11069.136,KC762682,Dengue virus,3,Complete,-,2007-07-26,Indonesia,Yes
11069.137,KC762683,Dengue virus,3,Complete,-,2007-07-26,Indonesia,Yes
11069.138,KC762684,Dengue virus,3,Complete,-,2007-07-10,Indonesia,Yes
11069.139,KC762685,Dengue virus,3,Complete,-,2008-02-15,Indonesia,Yes
11069.140,KC762687,Dengue virus,3,Complete,-,2008-02-15,Indonesia,Yes
11069.141,KC762686,Dengue virus,3,Complete,-,2007-07-02,Indonesia,Yes
11069.142,KC762688,Dengue virus,3,Complete,-,2008-04-30,Indonesia,Yes
11069.1429,GQ466079,Dengue virus,3,Complete,-,2008,India,Yes
11069.143,KC762690,Dengue virus,3,Complete,-,2008-08-26,Indonesia,Yes
11069.144,KC762689,Dengue virus,3,Complete,-,2008-02-15,Indonesia,Yes
11069.145,KC762691,Dengue virus,3,Complete,-,2008-04-10,Indonesia,Yes
11069.146,KC762692,Dengue virus,3,Complete,-,2010-03-22,Indonesia,Yes
11069.149,KC762693,Dengue virus,3,Complete,-,2010-03-29,Indonesia,Yes
11069.1525,JF920393,Dengue virus,3,Complete,-,2009,Nicaragua,Yes
11069.1527,JF920394,Dengue virus,3,Complete,-,2009,Nicaragua,Yes
11069.1530,JF920395,Dengue virus,3,Complete,-,2009,Nicaragua,Yes
11069.1532,JF920396,Dengue virus,3,Complete,-,2009,Nicaragua,Yes
11069.1533,JF920397,Dengue virus,3,Complete,-,2010,Nicaragua,Yes
11069.1535,JF920398,Dengue virus,3,Complete,-,2009,Nicaragua,Yes
11069.1537,JF920399,Dengue virus,3,Complete,-,2009,Nicaragua,Yes
11069.1539,JF920400,Dengue virus,3,Complete,-,2009,Nicaragua,Yes
11069.1540,JF920401,Dengue virus,3,Complete,-,2010,Nicaragua,Yes
11069.1543,JF920402,Dengue virus,3,Complete,-,2009,Nicaragua,Yes
11069.1545,JF920403,Dengue virus,3,Complete,-,2009,Nicaragua,Yes
11069.1546,JF920404,Dengue virus,3,Complete,-,2009,Nicaragua,Yes
11069.1549,JF920405,Dengue virus,3,Complete,-,2010,Nicaragua,Yes
11069.1551,JF920406,Dengue virus,3,Complete,-,2010,Nicaragua,Yes
11069.1552,JF920407,Dengue virus,3,Complete,-,2009,Nicaragua,Yes
11069.1555,JF920408,Dengue virus,3,Complete,-,2010,Nicaragua,Yes
11069.1556,JF920409,Dengue virus,3,Complete,-,2010,Nicaragua,Yes
11069.1593,JF937620,Dengue virus,3,Complete,-,2010,Nicaragua,Yes
11069.1594,JF937621,Dengue virus,3,Complete,-,2010,Nicaragua,Yes
11069.1595,JF937622,Dengue virus,3,Complete,-,2010,Nicaragua,Yes
11069.1596,JF937623,Dengue virus,3,Complete,-,2010,Nicaragua,Yes
11069.1597,JF937625,Dengue virus,3,Complete,-,2010,Nicaragua,Yes
11069.1598,JF937624,Dengue virus,3,Complete,-,2010,Nicaragua,Yes
11069.1599,JF937626,Dengue virus,3,Complete,-,2010,Nicaragua,Yes
11069.1600,JF937627,Dengue virus,3,Complete,-,2010,Nicaragua,Yes
11069.1601,JF937628,Dengue virus,3,Complete,-,2010,Nicaragua,Yes
11069.1602,JF937629,Dengue virus,3,Complete,-,2010,Nicaragua,Yes
11069.1603,JF937630,Dengue virus,3,Complete,-,2009,Nicaragua,Yes
11069.1604,JF937631,Dengue virus,3,Complete,-,2009,Nicaragua,Yes
11069.1605,JF937632,Dengue virus,3,Complete,-,2009,Nicaragua,Yes
11069.1606,JF937633,Dengue virus,3,Complete,-,2010,Nicaragua,Yes
11069.1607,JF937634,Dengue virus,3,Complete,-,2010,Nicaragua,Yes
11069.1608,JF937636,Dengue virus,3,Complete,-,2009,Nicaragua,Yes
11069.1609,JF937637,Dengue virus,3,Complete,-,2010,Nicaragua,Yes
11069.1610,JF937638,Dengue virus,3,Complete,-,2010,Nicaragua,Yes
11069.1611,JF937639,Dengue virus,3,Complete,-,2010,Nicaragua,Yes
11069.1612,JF937640,Dengue virus,3,Complete,-,2010,Nicaragua,Yes
11069.1613,JF937641,Dengue virus,3,Complete,-,2009,Nicaragua,Yes
11069.1614,JF937642,Dengue virus,3,Complete,-,2009,Nicaragua,Yes
11069.1615,JF937643,Dengue virus,3,Complete,-,2009,Nicaragua,Yes
11069.1616,JF937646,Dengue virus,3,Complete,-,2010,Nicaragua,Yes
